"CHEM_HISTORY_SAMPLE_ID","EVENT_SMAS_ID","CHS_SITE_ID_CORR_IND","CHS_DATA_PROVIDER","CHS_SYS_SAMPLE_CDE","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP","CHS_SAMPLE_DATE","CHS_SAMPLE_RECEIPT_DATE","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","LAB_INTERNAL_20190911","N","ALSRNY","344239-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-09-11 14:45:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344213-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-09-10 17:27:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649823-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-08-31 22:38:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","651052-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-09-10 19:35:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190830","N","ALSRNY","649596-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-08-30 23:46:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650975-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-11 21:53:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190907","N","ALSRNY","650418-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-07 13:08:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","650812-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 20:10:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190823","N","ALSRNY","648617-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-08-23 17:38:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","344238-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-11 14:42:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344211-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 17:27:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649822-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-08-31 21:03:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650976-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-11 22:25:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","651051-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 17:18:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","650813-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 20:53:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","344239-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-11 14:45:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344213-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 17:27:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649823-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-08-31 23:23:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","651052-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-10 20:11:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","14-FSED-0.1_20190821","N","ALSRNY","14-FSED-0.1-08212019-WDUP","14-FSED-0.1-08212019-W","WS","N","LR","Lab","14-FSED-0.1-08212019-W","R1908139",2019-08-21 14:10:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-DRBR-2.1_20190822","N","ALSRNY","14-DRBR-2.1-08222019-WDUP","14-DRBR-2.1-08222019-W","WS","N","LR","Lab","14-DRBR-2.1-08222019-W","R1908139",2019-08-22 10:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-TOWN_T11-0.2_20190822","Y","ALSRNY","14-TOWN-T11-0.2-08222019-WDUP","14-TOWN-T11-0.2-08222019-W","WS","N","LR","Lab","14-TOWN-T11-0.2-08222019-W","R1908139",2019-08-22 12:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-EDEL-55.3_20190822","N","ALSRNY","14-EDEL-55.3-08222019-WDUP","14-EDEL-55.3-08222019-W","WS","N","LR","Lab","14-EDEL-55.3-08222019-W","R1908139",2019-08-22 10:50:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-FSED-0.1_20190821","N","ALSRNY","14-FSED-0.1-08212019-WMS","14-FSED-0.1-08212019-W","WS","N","MS","Lab","14-FSED-0.1-08212019-W","R1908139",2019-08-21 14:10:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BEEB-3.5_20190821","N","ALSRNY","14-BEEB-3.5-08212019-WMS","14-BEEB-3.5-08212019-W","WS","N","MS","Lab","14-BEEB-3.5-08212019-W","R1908139",2019-08-21 15:45:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-SPRB-0.5_20190822","N","ALSRNY","14-SPRB-0.5-08222019-WMS","14-SPRB-0.5-08222019-W","WS","N","MS","Lab","14-SPRB-0.5-08222019-W","R1908139",2019-08-22 08:50:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BASS-0.2_20190822","N","ALSRNY","14-BASS-0.2-08222019-WMS","14-BASS-0.2-08222019-W","WS","N","MS","Lab","14-BASS-0.2-08222019-W","R1908139",2019-08-22 13:00:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BASS-0.2_20190822","N","ALSRNY","14-BASS-0.2-08222019-EBMS","14-BASS-0.2-08222019-EB","WS","EB","MS","Lab","14-BASS-0.2-08222019-EB","R1908139",2019-08-22 13:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-TOWN_T11-0.2_20190822","Y","ALSRNY","14-TOWN-T11-0.2-08222019-WMS","14-TOWN-T11-0.2-08222019-W","WS","N","MS","Lab","14-TOWN-T11-0.2-08222019-W","R1908139",2019-08-22 12:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-FSED-0.1_20190821","N","ALSRNY","14-FSED-0.1-08212019-WMSD","14-FSED-0.1-08212019-W","WS","N","SD","Lab","14-FSED-0.1-08212019-W","R1908139",2019-08-21 14:10:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BEEB-3.5_20190821","N","ALSRNY","14-BEEB-3.5-08212019-WMSD","14-BEEB-3.5-08212019-W","WS","N","SD","Lab","14-BEEB-3.5-08212019-W","R1908139",2019-08-21 15:45:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-SPRB-0.5_20190822","N","ALSRNY","14-SPRB-0.5-08222019-WMSD","14-SPRB-0.5-08222019-W","WS","N","SD","Lab","14-SPRB-0.5-08222019-W","R1908139",2019-08-22 08:50:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BASS-0.2_20190822","N","ALSRNY","14-BASS-0.2-08222019-WMSD","14-BASS-0.2-08222019-W","WS","N","SD","Lab","14-BASS-0.2-08222019-W","R1908139",2019-08-22 13:00:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-BASS-0.2_20190822","N","ALSRNY","14-BASS-0.2-08222019-EBMSD","14-BASS-0.2-08222019-EB","WS","EB","SD","Lab","14-BASS-0.2-08222019-EB","R1908139",2019-08-22 13:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","14-TOWN_T11-0.2_20190822","Y","ALSRNY","14-TOWN-T11-0.2-08222019-WMSD","14-TOWN-T11-0.2-08222019-W","WS","N","SD","Lab","14-TOWN-T11-0.2-08222019-W","R1908139",2019-08-22 12:15:00,2019-08-23,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343692-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-03 00:00:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343694-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908139",2019-09-03 00:00:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343692-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-09-03 00:00:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343694-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908139",2019-09-03 00:00:00,NA,"081919CO3W","NYSDEC",NA,"","","",""
"","14-CHOL-0.4_20190822","N","ALSRNY","14-CHOL-0.4-08222019-W","14-CHOL-0.4-08222019-W","WS","N","N","Field",NA,"R1908141",2019-08-22 08:15:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-ESTB-2.2_20190822","N","ALSRNY","14-ESTB-2.2-08222019-W","14-ESTB-2.2-08222019-W","WS","N","N","Field",NA,"R1908141",2019-08-22 09:20:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-WDEL-51.0_20190822","Y","ALSRNY","14-WDEL-51-08222019-W","14-WDEL-51-08222019-W","WS","N","N","Field",NA,"R1908141",2019-08-22 10:10:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-STEL-1.6_20190822","N","ALSRNY","14-STEL-1.6-08222019-W","14-STEL-1.6-08222019-W","WS","N","N","Field",NA,"R1908141",2019-08-22 11:10:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-BETT-0.1_20190822","Y","ALSRNY","14-BETT-0.2-08222019-W","14-BETT-0.2-08222019-W","WS","N","N","Field",NA,"R1908141",2019-08-22 12:00:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-CHOL-0.4_20190822","N","ALSRNY","14-CHOL-0.4-08222019-EB","14-CHOL-0.4-08222019-EB","WS","EB","N","Field",NA,"R1908141",2019-08-22 08:20:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649821-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-08-31 18:22:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650973-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-11 20:45:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190909","N","ALSRNY","650590-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-09 15:44:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","650813-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-10 20:51:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190823","N","ALSRNY","648617-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-08-23 17:37:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","344239-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-11 14:45:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344213-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-10 17:27:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190823","N","ALSRNY","648434-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-08-23 08:35:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650975-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-11 21:52:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190909","N","ALSRNY","650593-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-09 18:07:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190823","N","ALSRNY","649173-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-08-23 11:45:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650976-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-11 22:19:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","651052-MB3","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-10 19:35:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","651198-MB4","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-12 17:39:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651201-MB1","Method Blank","WQ","LAB_INTERNAL","MB","Lab",NA,"R1908141",2019-09-13 00:49:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649821-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-08-31 18:27:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650973-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-11 20:46:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190909","N","ALSRNY","650590-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-09 15:50:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","650813-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-10 20:53:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190823","N","ALSRNY","648617-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-08-23 17:38:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","344239-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-11 14:45:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344213-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-10 17:27:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650975-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-11 21:53:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190909","N","ALSRNY","650593-LCS2","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-09 18:43:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190911","N","ALSRNY","650976-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-11 22:25:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","651052-LCS3","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-10 20:11:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","651198-LCS4","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-12 18:20:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651201-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-13 01:07:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","14-STEL-1.6_20190822","N","ALSRNY","14-STEL-1.6-08222019-WDUP","14-STEL-1.6-08222019-W","WS","N","LR","Lab","14-STEL-1.6-08222019-W","R1908141",2019-08-22 11:10:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-STEL-1.6_20190822","N","ALSRNY","14-STEL-1.6-08222019-WMS","14-STEL-1.6-08222019-W","WS","N","MS","Lab","14-STEL-1.6-08222019-W","R1908141",2019-08-22 11:10:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","14-STEL-1.6_20190822","N","ALSRNY","14-STEL-1.6-08222019-WSD","14-STEL-1.6-08222019-W","WS","N","SD","Lab","14-STEL-1.6-08222019-W","R1908141",2019-08-22 11:10:00,2019-08-23,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343692-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-03 00:00:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343694-LCS1","LAB CONTROL SAMPLE","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908141",2019-09-03 00:00:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343692-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-03 00:00:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190903","N","ALSRNY","343694-MB1","BLANK","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908141",2019-09-03 00:00:00,NA,"081919C02W","NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190826","N","ALSRNY","12-SAUQ-1.7-08262019-W","12-SAUQ-1.7-08262019-W","WS","N","N","Field",NA,"R1908185",2019-08-26 11:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","12-CANW-72.3_20190826","N","ALSRNY","12-CANW-72.3-08262019-W","12-CANW-72.3-08262019-W","WS","N","N","Field",NA,"R1908185",2019-08-26 09:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190827","N","ALSRNY","648955-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-08-27 16:04:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651304-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-09-13 14:16:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651364-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-09-13 20:06:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190827","N","ALSRNY","648956-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-08-27 16:39:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","344366-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-09-12 17:24:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344206-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908185",2019-09-10 17:27:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190827","N","ALSRNY","648955-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-08-27 16:04:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651304-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-09-13 14:23:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651364-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-09-13 20:07:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190827","N","ALSRNY","648956-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-08-27 16:39:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","344366-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-09-12 17:24:00,NA,NA,"NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344206-LCS1","Lab Control Sample","WQ","LAB_INTERNAL","BS","Lab",NA,"R1908185",2019-09-10 17:27:00,NA,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190826","N","ALSRNY","12-SAUQ-1.7-08262019-WMS","12-SAUQ-1.7-08262019-W","WS","N","MS","Lab","12-SAUQ-1.7-08262019-W","R1908185",2019-08-26 11:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190826","N","ALSRNY","12-SAUQ-1.7-08262019-W MS","12-SAUQ-1.7-08262019-W","WS","N","MS","Lab","12-SAUQ-1.7-08262019-W","R1908185",2019-08-26 11:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190826","N","ALSRNY","12-SAUQ-1.7-08262019-WMSD","12-SAUQ-1.7-08262019-W","WS","N","SD","Lab","12-SAUQ-1.7-08262019-W","R1908185",2019-08-26 11:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","12-SAUQ-1.7_20190826","N","ALSRNY","12-SAUQ-1.7-08262019-W MSD","12-SAUQ-1.7-08262019-W","WS","N","SD","Lab","12-SAUQ-1.7-08262019-W","R1908185",2019-08-26 11:30:00,2019-08-27,NA,"NYSDEC",NA,"","","",""
"","09-HAMM-1.9_20190827","N","ALSRNY","09-HAMM-1.9-08272019-W","09-HAMM-1.9-08272019-W","WS","N","N","Field",NA,"R1908225",2019-08-27 11:50:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","09-BLAH-4.2_20190827","N","ALSRNY","09-BLAH-4.2-08272019-W","09-BLAH-4.2-08272019-W","WS","N","N","Field",NA,"R1908225",2019-08-27 11:00:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","09-INDN-2.0_20190827","N","ALSRNY","09-INDN-2.0-08272019-W","09-INDN-2.0-08272019-W","WS","N","N","Field",NA,"R1908225",2019-08-27 09:37:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","09-GRAC-0.8_20190827","N","ALSRNY","09-GRAC-0.8-08272019-W EB","09-GRAC-0.8-08272019-W EB","WS","EB","N","Field",NA,"R1908225",2019-08-27 10:38:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","09-FSCR-1.0_20190827","N","ALSRNY","09-FSCR-1.0-08272019-W","09-FSCR-1.0-08272019-W","WS","N","N","Field",NA,"R1908225",2019-08-27 08:53:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","09-GRAC-0.8_20190827","N","ALSRNY","09-GRAC-0.8-08272019-W","09-GRAC-0.8-08272019-W","WS","N","N","Field",NA,"R1908225",2019-08-27 10:30:00,2019-08-28,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190828","N","ALSRNY","649486-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-08-28 15:03:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190831","N","ALSRNY","649823-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-08-31 22:38:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190913","N","ALSRNY","651288-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-13 12:39:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","651301-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-12 12:20:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190909","N","ALSRNY","650590-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-09 15:44:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","650814-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-10 21:24:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190828","N","ALSRNY","649316-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-08-28 19:18:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190912","N","ALSRNY","344351-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-12 15:02:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190910","N","ALSRNY","344205-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-10 17:27:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190829","N","ALSRNY","650292-MB1","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-08-29 08:50:00,NA,"082619C01W","NYSDEC",NA,"","","",""
"","LAB_INTERNAL_20190901","N","ALSRNY","649824-MB2","Method Blank","WQ","LAB_INTERNAL","LB","Lab",NA,"R1908225",2019-09-01 01:44:00,NA,"082619C01W","NYSDEC",NA,"","","",""
