"CHEM_HISTORY_BATCH_ID","CHEM_HISTORY_SAMPLE_ID","CHB_SYS_SAMPLE_CDE","CHB_LAB_ANAL_METHOD_NAME","CHB_ANALYSIS_DATE","CHB_FRACTION","CHB_TEST_TYPE","CHB_TEST_BATCH_TYPE","CHB_TEST_BATCH_ID","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","","13-SWAK-1.7-08142019-WMS","E300.0",2019-08-23 18:30:00,"T","initial","Analysis","648667","","","",""
"","","13-TINW-0.5-08142019-WMS","E350.1",2019-09-05 20:42:00,"T","initial","Analysis","650365","","","",""
"","","13-TINW-0.5-08142019-WMS","E300.0",2019-08-26 16:43:00,"T","initial","Analysis","648697","","","",""
"","","13-TINW-0.5-08142019-WMS","E353.2",2019-08-27 21:59:00,"T","initial","Analysis","649030","","","",""
"","","13-TINW-0.5-08142019-WMS","E353.2",2019-08-15 18:28:00,"T","initial","Analysis","647852","","","",""
"","","13-TINW-0.5-08142019-WMS","E351.2",2019-09-04 13:44:00,"T","initial","Prep","343751","","","",""
"","","13-TINW-0.5-08142019-WMS","E365.1",2019-08-29 19:11:00,"T","initial","Prep","343376","","","",""
"","","13-WALK-60.1-08152019-WMS","E353.2",2019-08-16 17:55:00,"T","initial","Analysis","647871","","","",""
"","","13-WALK-44.4-08052019-EBMS","E351.2",2019-09-04 14:11:00,"T","initial","Prep","343752","","","",""
"","","13-SWAK-1.7-08142019-WSD","E300.0",2019-08-23 18:36:00,"T","initial","Analysis","648667","","","",""
"","","13-TINW-0.5-08142019-WSD","E350.1",2019-09-05 20:43:00,"T","initial","Analysis","650365","","","",""
"","","13-TINW-0.5-08142019-WSD","E300.0",2019-08-26 16:50:00,"T","initial","Analysis","648697","","","",""
"","","13-TINW-0.5-08142019-WSD","E353.2",2019-08-27 22:01:00,"T","initial","Analysis","649030","","","",""
"","","13-TINW-0.5-08142019-WSD","E353.2",2019-08-15 18:29:00,"T","initial","Analysis","647852","","","",""
"","","13-TINW-0.5-08142019-WSD","E351.2",2019-09-04 13:44:00,"T","initial","Prep","343751","","","",""
"","","13-TINW-0.5-08142019-WSD","E365.1",2019-08-29 19:14:00,"T","initial","Prep","343376","","","",""
"","","13-WALK-60.1-08152019-WSD","E353.2",2019-08-16 17:56:00,"T","initial","Analysis","647871","","","",""
"","","13-WALK-44.4-08052019-EBSD","E351.2",2019-09-04 14:12:00,"T","initial","Prep","343752","","","",""
"","","342907-LCS1","E200.7",2019-08-26 20:12:00,"T","initial","Prep","342907","","","",""
"","","342910-LCS1","E200.8",2019-08-27 12:47:00,"T","initial","Prep","342910","","","",""
"","","342907-MB1","E200.7",2019-08-26 20:09:00,"T","initial","Prep","342907","","","",""
"","","342910-MB1","E200.8",2019-08-27 12:45:00,"T","initial","Prep","342910","","","",""
"","","13-SWAK-1.7-08142019-W","E200.8",2019-08-27 12:49:00,"T","initial","Prep","342910","","","",""
"","","13-SWAK-1.7-08142019-W","E200.7",2019-08-26 20:55:00,"T","initial","Prep","342907","","","",""
"","","13-WALK-9.8-08142019-W","E200.8",2019-08-27 12:51:00,"T","initial","Prep","342910","","","",""
"","","13-WALK-9.8-08142019-W","E200.7",2019-08-26 20:58:00,"T","initial","Prep","342907","","","",""
"","","13-PKIL-0.4-08142019-W","E200.8",2019-08-27 12:53:00,"T","initial","Prep","342910","","","",""
"","","13-PKIL-0.4-08142019-W","E200.7",2019-08-26 21:01:00,"T","initial","Prep","342907","","","",""
"","","13-PKIL-0.4-08142019-W DUP","E200.8",2019-08-27 12:55:00,"T","initial","Prep","342910","","","",""
"","","13-PKIL-0.4-08142019-W DUP","E200.7",2019-08-26 21:04:00,"T","initial","Prep","342907","","","",""
"","","13-WALK-19.0-08142019-W","E200.8",2019-08-27 12:57:00,"T","initial","Prep","342910","","","",""
"","","13-WALK-19.0-08142019-W","E200.7",2019-08-26 21:07:00,"T","initial","Prep","342907","","","",""
"","","13-DWAR-2.0-08142019-W","E200.8",2019-08-27 12:59:00,"T","initial","Prep","342910","","","",""
"","","13-DWAR-2.0-08142019-W","E200.7",2019-08-26 21:10:00,"T","initial","Prep","342907","","","",""
"","","13-TINW-0.5-08142019-W","E200.8",2019-08-27 13:00:00,"T","initial","Prep","342910","","","",""
"","","13-TINW-0.5-08142019-W","E200.7",2019-08-26 21:13:00,"T","initial","Prep","342907","","","",""
"","","13-TINW-0.5-08142019-WMS","E200.8",2019-08-27 13:02:00,"T","initial","Prep","342910","","","",""
"","","13-TINW-0.5-08142019-WMS","E200.7",2019-08-26 21:23:00,"T","initial","Prep","342907","","","",""
"","","13-TINW-0.5-08142019-WSD","E200.8",2019-08-27 13:08:00,"T","initial","Prep","342910","","","",""
"","","13-TINW-0.5-08142019-WSD","E200.7",2019-08-26 21:26:00,"T","initial","Prep","342907","","","",""
"","","13-RUTG-1.5-08152019-W","E200.8",2019-08-27 13:14:00,"T","initial","Prep","342910","","","",""
"","","13-RUTG-1.5-08152019-W","E200.7",2019-08-26 21:35:00,"T","initial","Prep","342907","","","",""
"","","13-POCH-1.8-08152019-W","E200.8",2019-08-27 13:16:00,"T","initial","Prep","342910","","","",""
"","","13-POCH-1.8-08152019-W","E200.7",2019-08-26 21:38:00,"T","initial","Prep","342907","","","",""
"","","13-WALK-44.4-08152019-W","E200.8",2019-08-27 13:17:00,"T","initial","Prep","342910","","","",""
"","","13-WALK-44.4-08152019-W","E200.7",2019-08-26 21:41:00,"T","initial","Prep","342907","","","",""
"","","13-WALK-60.1-08152019-W","E200.8",2019-08-27 13:19:00,"T","initial","Prep","342910","","","",""
"","","13-WALK-60.1-08152019-W","E200.7",2019-08-26 21:44:00,"T","initial","Prep","342907","","","",""
"","","13-WALK-44.4-08052019-EB","E200.8",2019-08-27 13:21:00,"T","initial","Prep","342910","","","",""
"","","13-WALK-44.4-08052019-EB","E200.7",2019-08-26 21:47:00,"T","initial","Prep","342907","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","SM 2320 B",2019-08-28 18:56:00,"T","initial","Analysis","649125","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E350.1",2019-09-05 20:49:00,"T","initial","Analysis","650365","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","SM5310C",2019-08-23 20:10:00,"T","initial","Analysis","648620","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E300.0",2019-08-23 16:53:00,"T","initial","Analysis","648656","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342885","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","SM2340B",2019-08-26 19:10:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","Calculation",2019-08-15 19:52:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E353.2",2019-09-03 17:44:00,"T","initial","Analysis","649949","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E353.2",2019-08-15 19:52:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","Calculation",2019-09-04 14:12:00,"T","initial","Analysis","649944","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E351.2",2019-09-04 14:12:00,"T","initial","Prep","343752","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E365.1",2019-08-29 19:21:00,"T","initial","Prep","343376","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647927","","","",""
"","","07-SKAT_T2-0.1-08142019-WS","E365.1",2019-08-15 14:46:00,"D","initial","Analysis","647837","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","SM 2320 B",2019-08-28 19:02:00,"T","initial","Analysis","649125","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E350.1",2019-09-05 21:48:00,"T","initial","Analysis","650365","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","SM5310C",2019-08-23 20:31:00,"T","initial","Analysis","648620","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E300.0",2019-08-23 16:59:00,"T","initial","Analysis","648656","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342885","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","SM2340B",2019-08-26 19:13:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","Calculation",2019-08-15 19:54:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E353.2",2019-09-03 21:55:00,"T","initial","Analysis","649949","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E353.2",2019-08-15 19:54:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","Calculation",2019-09-04 13:56:00,"T","initial","Analysis","649944","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E351.2",2019-09-04 13:56:00,"T","initial","Prep","343752","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E365.1",2019-08-29 19:22:00,"T","initial","Prep","343376","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647927","","","",""
"","","07-SKAT_T5-0.1-08142019-WS","E365.1",2019-08-15 14:46:00,"D","initial","Analysis","647837","","","",""
"","","07-GROU-1.5-08142019-WS","SM 2320 B",2019-08-28 19:08:00,"T","initial","Analysis","649125","","","",""
"","","07-GROU-1.5-08142019-WS","E350.1",2019-09-05 20:53:00,"T","initial","Analysis","650365","","","",""
"","","07-GROU-1.5-08142019-WS","SM5310C",2019-08-23 20:51:00,"T","initial","Analysis","648620","","","",""
"","","07-GROU-1.5-08142019-WS","E300.0",2019-08-23 17:19:00,"T","initial","Analysis","648656","","","",""
"","","07-GROU-1.5-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342885","","","",""
"","","07-GROU-1.5-08142019-WS","SM2340B",2019-08-26 19:16:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-GROU-1.5-08142019-WS","Calculation",2019-08-15 19:54:00,"T","initial","Analysis","647852","","","",""
"","","07-GROU-1.5-08142019-WS","E353.2",2019-09-03 17:52:00,"T","initial","Analysis","649949","","","",""
"","","07-GROU-1.5-08142019-WS","E353.2",2019-08-15 19:54:00,"T","initial","Analysis","647852","","","",""
"","","07-GROU-1.5-08142019-WS","Calculation",2019-09-04 13:57:00,"T","initial","Analysis","649944","","","",""
"","","07-GROU-1.5-08142019-WS","E351.2",2019-09-04 13:57:00,"T","initial","Prep","343752","","","",""
"","","07-GROU-1.5-08142019-WS","E365.1",2019-09-06 17:02:00,"T","initial","Prep","343377","","","",""
"","","07-GROU-1.5-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-GROU-1.5-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647927","","","",""
"","","07-GROU-1.5-08142019-WS","E365.1",2019-08-15 14:47:00,"D","initial","Analysis","647837","","","",""
"","","07-GROU-1.5-08142019-WS DUP","SM 2320 B",2019-08-28 19:14:00,"T","initial","Analysis","649125","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E350.1",2019-09-05 20:54:00,"T","initial","Analysis","650365","","","",""
"","","07-GROU-1.5-08142019-WS DUP","SM5310C",2019-08-23 21:12:00,"T","initial","Analysis","648620","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E300.0",2019-08-23 17:25:00,"T","initial","Analysis","648656","","","",""
"","","07-GROU-1.5-08142019-WS DUP","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342885","","","",""
"","","07-GROU-1.5-08142019-WS DUP","SM2340B",2019-08-26 19:19:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-GROU-1.5-08142019-WS DUP","Calculation",2019-08-15 19:55:00,"T","initial","Analysis","647852","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E353.2",2019-09-03 17:54:00,"T","initial","Analysis","649949","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E353.2",2019-08-15 19:55:00,"T","initial","Analysis","647852","","","",""
"","","07-GROU-1.5-08142019-WS DUP","Calculation",2019-09-04 13:57:00,"T","initial","Analysis","649944","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E351.2",2019-09-04 13:57:00,"T","initial","Prep","343752","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E365.1",2019-09-06 17:05:00,"T","initial","Prep","343377","","","",""
"","","07-GROU-1.5-08142019-WS DUP","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647927","","","",""
"","","07-GROU-1.5-08142019-WS DUP","E365.1",2019-08-15 14:47:00,"D","initial","Analysis","647837","","","",""
"","","07-RSWP-0.1-08142019-WS","SM 2320 B",2019-08-28 19:28:00,"T","initial","Analysis","649125","","","",""
"","","07-RSWP-0.1-08142019-WS","E350.1",2019-09-05 20:55:00,"T","initial","Analysis","650365","","","",""
"","","07-RSWP-0.1-08142019-WS","SM5310C",2019-08-23 21:33:00,"T","initial","Analysis","648620","","","",""
"","","07-RSWP-0.1-08142019-WS","E300.0",2019-08-23 17:51:00,"T","initial","Analysis","648667","","","",""
"","","07-RSWP-0.1-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342886","","","",""
"","","07-RSWP-0.1-08142019-WS","SM2340B",2019-08-26 19:23:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-RSWP-0.1-08142019-WS","Calculation",2019-08-15 19:50:00,"T","initial","Analysis","647852","","","",""
"","","07-RSWP-0.1-08142019-WS","E353.2",2019-09-03 17:55:00,"T","initial","Analysis","649949","","","",""
"","","07-RSWP-0.1-08142019-WS","E353.2",2019-08-15 19:50:00,"T","initial","Analysis","647852","","","",""
"","","07-RSWP-0.1-08142019-WS","Calculation",2019-09-04 13:58:00,"T","initial","Analysis","649944","","","",""
"","","07-RSWP-0.1-08142019-WS","E351.2",2019-09-04 13:58:00,"T","initial","Prep","343752","","","",""
"","","07-RSWP-0.1-08142019-WS","E365.1",2019-09-06 17:07:00,"T","initial","Prep","343377","","","",""
"","","07-RSWP-0.1-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-RSWP-0.1-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647928","","","",""
"","","07-RSWP-0.1-08142019-WS","E365.1",2019-08-15 14:42:00,"D","initial","Analysis","647826","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","SM 2320 B",2019-08-28 19:40:00,"T","initial","Analysis","649126","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E350.1",2019-09-05 20:57:00,"T","initial","Analysis","650365","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","SM5310C",2019-08-23 21:54:00,"T","initial","Analysis","648620","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E300.0",2019-08-23 17:58:00,"T","initial","Analysis","648667","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342886","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","SM2340B",2019-08-26 19:26:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","Calculation",2019-08-15 19:50:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E353.2",2019-09-03 17:56:00,"T","initial","Analysis","649949","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E353.2",2019-08-15 19:50:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","Calculation",2019-09-04 13:59:00,"T","initial","Analysis","649944","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E351.2",2019-09-04 13:59:00,"T","initial","Prep","343752","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E365.1",2019-09-06 17:08:00,"T","initial","Prep","343377","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647928","","","",""
"","","07-SKAT_T89-0.2-08142019-WS","E365.1",2019-08-15 14:43:00,"D","initial","Analysis","647837","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","SM 2320 B",2019-08-28 19:51:00,"T","initial","Analysis","649126","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E350.1",2019-09-05 20:58:00,"T","initial","Analysis","650365","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","SM5310C",2019-08-23 22:15:00,"T","initial","Analysis","648620","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E300.0",2019-08-23 18:04:00,"T","initial","Analysis","648667","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342886","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","SM2340B",2019-08-26 19:29:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","Calculation",2019-08-15 19:51:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E353.2",2019-09-03 17:58:00,"T","initial","Analysis","649949","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E353.2",2019-08-15 19:51:00,"T","initial","Analysis","647852","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","Calculation",2019-09-04 14:02:00,"T","initial","Analysis","649944","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E351.2",2019-09-04 14:02:00,"T","initial","Prep","343752","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E365.1",2019-09-06 17:09:00,"T","initial","Prep","343377","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647928","","","",""
"","","07-SKAT_T93A-0.5-08142019-WS","E365.1",2019-08-15 14:43:00,"D","initial","Analysis","647837","","","",""
"","","07-MASH-0.1-08142019-WS","SM 2320 B",2019-08-28 19:57:00,"T","initial","Analysis","649126","","","",""
"","","07-MASH-0.1-08142019-WS","E350.1",2019-09-05 20:59:00,"T","initial","Analysis","650365","","","",""
"","","07-MASH-0.1-08142019-WS","SM5310C",2019-08-23 22:36:00,"T","initial","Analysis","648620","","","",""
"","","07-MASH-0.1-08142019-WS","E300.0",2019-09-04 16:35:00,"T","initial","Analysis","650032","","","",""
"","","07-MASH-0.1-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342886","","","",""
"","","07-MASH-0.1-08142019-WS","SM2340B",2019-08-26 19:32:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-MASH-0.1-08142019-WS","Calculation",2019-08-15 19:51:00,"T","initial","Analysis","647852","","","",""
"","","07-MASH-0.1-08142019-WS","E353.2",2019-09-03 17:59:00,"T","initial","Analysis","649949","","","",""
"","","07-MASH-0.1-08142019-WS","E353.2",2019-08-15 19:51:00,"T","initial","Analysis","647852","","","",""
"","","07-MASH-0.1-08142019-WS","Calculation",2019-09-04 14:03:00,"T","initial","Analysis","649944","","","",""
"","","07-MASH-0.1-08142019-WS","E351.2",2019-09-04 14:03:00,"T","initial","Prep","343752","","","",""
"","","07-MASH-0.1-08142019-WS","E365.1",2019-09-06 17:12:00,"T","initial","Prep","343377","","","",""
"","","07-MASH-0.1-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-MASH-0.1-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647928","","","",""
"","","07-MASH-0.1-08142019-WS","E365.1",2019-08-15 14:46:00,"D","initial","Analysis","647837","","","",""
"","","07-REED-0.1-08142019-WS","SM 2320 B",2019-08-28 20:03:00,"T","initial","Analysis","649126","","","",""
"","","07-REED-0.1-08142019-WS","E350.1",2019-09-05 21:00:00,"T","initial","Analysis","650365","","","",""
"","","07-REED-0.1-08142019-WS","SM5310C",2019-08-23 22:57:00,"T","initial","Analysis","648620","","","",""
"","","07-REED-0.1-08142019-WS","E300.0",2019-09-04 16:41:00,"T","initial","Analysis","650032","","","",""
"","","07-REED-0.1-08142019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342886","","","",""
"","","07-REED-0.1-08142019-WS","SM2340B",2019-08-26 19:35:00,"T","initial","Analysis","6AUG26A","","","",""
"","","07-REED-0.1-08142019-WS","Calculation",2019-08-15 19:52:00,"T","initial","Analysis","647852","","","",""
"","","07-REED-0.1-08142019-WS","E353.2",2019-09-03 18:01:00,"T","initial","Analysis","649949","","","",""
"","","07-REED-0.1-08142019-WS","E353.2",2019-08-15 19:52:00,"T","initial","Analysis","647852","","","",""
"","","07-REED-0.1-08142019-WS","Calculation",2019-09-04 14:04:00,"T","initial","Analysis","649944","","","",""
"","","07-REED-0.1-08142019-WS","E351.2",2019-09-04 14:04:00,"T","initial","Prep","343752","","","",""
"","","07-REED-0.1-08142019-WS","E365.1",2019-09-06 19:56:00,"T","initial","Prep","343377","","","",""
"","","07-REED-0.1-08142019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-REED-0.1-08142019-WS","E180.1",2019-08-15 17:55:00,"T","initial","Analysis","647928","","","",""
"","","07-REED-0.1-08142019-WS","E365.1",2019-08-15 14:46:00,"D","initial","Analysis","647837","","","",""
"","","07-KEUK-0.1-08152019-WS","SM 2320 B",2019-08-29 18:00:00,"T","initial","Analysis","649352","","","",""
"","","07-KEUK-0.1-08152019-WS","E350.1",2019-09-05 21:01:00,"T","initial","Analysis","650365","","","",""
"","","07-KEUK-0.1-08152019-WS","SM5310C",2019-08-23 23:18:00,"T","initial","Analysis","648620","","","",""
"","","07-KEUK-0.1-08152019-WS","E300.0",2019-08-27 22:40:00,"T","initial","Analysis","649060","","","",""
"","","07-KEUK-0.1-08152019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342887","","","",""
"","","07-KEUK-0.1-08152019-WS","SM2340B",2019-08-29 02:14:00,"T","initial","Analysis","6-AUG-28","","","",""
"","","07-KEUK-0.1-08152019-WS","Calculation",2019-08-16 17:47:00,"T","initial","Analysis","647868","","","",""
"","","07-KEUK-0.1-08152019-WS","E353.2",2019-09-03 18:02:00,"T","initial","Analysis","649949","","","",""
"","","07-KEUK-0.1-08152019-WS","E353.2",2019-08-16 17:47:00,"T","initial","Analysis","647868","","","",""
"","","07-KEUK-0.1-08152019-WS","Calculation",2019-09-04 14:05:00,"T","initial","Analysis","649944","","","",""
"","","07-KEUK-0.1-08152019-WS","E351.2",2019-09-04 14:05:00,"T","initial","Prep","343752","","","",""
"","","07-KEUK-0.1-08152019-WS","E365.1",2019-09-06 17:14:00,"T","initial","Prep","343377","","","",""
"","","07-KEUK-0.1-08152019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-KEUK-0.1-08152019-WS","E180.1",2019-08-16 16:15:00,"T","initial","Analysis","647941","","","",""
"","","07-KEUK-0.1-08152019-WS","E365.1",2019-08-16 15:58:00,"D","initial","Analysis","647876","","","",""
"","","07-KEUK-0.1-08152019-EB","SM 2320 B",2019-08-29 18:03:00,"T","initial","Analysis","649352","","","",""
"","","07-KEUK-0.1-08152019-EB","E350.1",2019-09-05 21:02:00,"T","initial","Analysis","650365","","","",""
"","","07-KEUK-0.1-08152019-EB","SM5310C",2019-08-24 00:20:00,"T","initial","Analysis","648620","","","",""
"","","07-KEUK-0.1-08152019-EB","E300.0",2019-08-27 22:47:00,"T","initial","Analysis","649060","","","",""
"","","07-KEUK-0.1-08152019-EB","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342887","","","",""
"","","07-KEUK-0.1-08152019-EB","SM2340B",2019-08-29 02:17:00,"T","initial","Analysis","6-AUG-28","","","",""
"","","07-KEUK-0.1-08152019-EB","Calculation",2019-08-16 17:47:00,"T","initial","Analysis","647868","","","",""
"","","07-KEUK-0.1-08152019-EB","E353.2",2019-09-03 18:03:00,"T","initial","Analysis","649949","","","",""
"","","07-KEUK-0.1-08152019-EB","E353.2",2019-08-16 17:47:00,"T","initial","Analysis","647868","","","",""
"","","07-KEUK-0.1-08152019-EB","Calculation",2019-09-04 14:34:00,"T","initial","Analysis","649944","","","",""
"","","07-KEUK-0.1-08152019-EB","E351.2",2019-09-04 14:34:00,"T","initial","Prep","343752","","","",""
"","","07-KEUK-0.1-08152019-EB","E365.1",2019-09-06 17:16:00,"T","initial","Prep","343377","","","",""
"","","07-KEUK-0.1-08152019-EB","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-KEUK-0.1-08152019-EB","E180.1",2019-08-16 16:15:00,"T","initial","Analysis","647941","","","",""
"","","07-KEUK-0.1-08152019-EB","E365.1",2019-08-16 15:58:00,"D","initial","Analysis","647876","","","",""
"","","07-BGST-0.1-08152019-WS","SM 2320 B",2019-08-29 18:09:00,"T","initial","Analysis","649352","","","",""
"","","07-BGST-0.1-08152019-WS","E350.1",2019-09-05 21:03:00,"T","initial","Analysis","650365","","","",""
"","","07-BGST-0.1-08152019-WS","SM5310C",2019-08-24 01:02:00,"T","initial","Analysis","648621","","","",""
"","","07-BGST-0.1-08152019-WS","E300.0",2019-08-27 22:53:00,"T","initial","Analysis","649060","","","",""
"","","07-BGST-0.1-08152019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342887","","","",""
"","","07-BGST-0.1-08152019-WS","SM2340B",2019-08-29 02:21:00,"T","initial","Analysis","6-AUG-28","","","",""
"","","07-BGST-0.1-08152019-WS","Calculation",2019-08-16 17:48:00,"T","initial","Analysis","647868","","","",""
"","","07-BGST-0.1-08152019-WS","E353.2",2019-09-03 18:07:00,"T","initial","Analysis","649949","","","",""
"","","07-BGST-0.1-08152019-WS","E353.2",2019-08-16 17:48:00,"T","initial","Analysis","647868","","","",""
"","","07-BGST-0.1-08152019-WS","Calculation",2019-09-06 13:24:00,"T","initial","Analysis","650305","","","",""
"","","07-BGST-0.1-08152019-WS","E351.2",2019-09-06 13:24:00,"T","initial","Prep","343905","","","",""
"","","07-BGST-0.1-08152019-WS","E365.1",2019-09-06 17:17:00,"T","initial","Prep","343377","","","",""
"","","07-BGST-0.1-08152019-WS","SM2540D",2019-08-21 14:30:00,"T","initial","Analysis","648204","","","",""
"","","07-BGST-0.1-08152019-WS","E180.1",2019-08-16 16:15:00,"T","initial","Analysis","647941","","","",""
"","","07-BGST-0.1-08152019-WS","E365.1",2019-08-16 15:59:00,"D","initial","Analysis","647876","","","",""
"","","07-GLNK-0.2-08152019-WS","SM 2320 B",2019-08-29 18:22:00,"T","initial","Analysis","649352","","","",""
"","","07-GLNK-0.2-08152019-WS","E350.1",2019-09-05 21:09:00,"T","initial","Analysis","650365","","","",""
"","","07-GLNK-0.2-08152019-WS","SM5310C",2019-08-24 02:05:00,"T","initial","Analysis","648621","","","",""
"","","07-GLNK-0.2-08152019-WS","E300.0",2019-08-27 23:25:00,"T","initial","Analysis","649060","","","",""
"","","07-GLNK-0.2-08152019-WS","SM10200H",2019-08-29 10:00:00,"T","initial","Prep","342887","","","",""
