"sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","test_batch_type","test_batch_id"
"12-CANW-72.3-05072019-W DUP","E353.2","05/08/2019 23:35:00","T",NA,"initial","Analysis","635131"
"12-CANW-72.3-05072019-W DUP","Calculation","05/16/2019 11:09:00","T",NA,"initial","Analysis","635758"
"12-CANW-72.3-05072019-W DUP","E351.2","05/16/2019 11:09:00","T",NA,"initial","Prep","336531"
"12-CANW-72.3-05072019-W DUP","E365.1","05/21/2019 16:09:00","T",NA,"initial","Prep","337044"
"12-CANW-72.3-05072019-W DUP","E365.1","05/08/2019 20:07:00","D",NA,"initial","Analysis","635130"
"12-CANW-72.3-05072019-W","D6919-09","05/15/2019 17:31:00","T",NA,"initial","Analysis","635746"
"12-CANW-72.3-05072019-W","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-CANW-72.3-05072019-W","Calculation","05/08/2019 23:36:00","T",NA,"initial","Analysis","635131"
"12-CANW-72.3-05072019-W","E353.2","05/09/2019 20:03:00","T",NA,"initial","Analysis","635003"
"12-CANW-72.3-05072019-W","E353.2","05/08/2019 23:36:00","T",NA,"initial","Analysis","635131"
"12-CANW-72.3-05072019-W","Calculation","05/16/2019 11:10:00","T",NA,"initial","Analysis","635758"
"12-CANW-72.3-05072019-W","E351.2","05/16/2019 11:10:00","T",NA,"initial","Prep","336531"
"12-CANW-72.3-05072019-W","E365.1","05/21/2019 16:10:00","T",NA,"initial","Prep","337044"
"12-CANW-72.3-05072019-W","E365.1","05/08/2019 20:07:00","D",NA,"initial","Analysis","635130"
"635130-MB1","E365.1","05/08/2019 20:06:00","D",NA,"initial","Analysis","635130"
"635549-MB1","D6919-09","05/13/2019 02:06:00","T",NA,"initial","Analysis","635549"
"336376-MB1","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"635003-MB1","E353.2","05/09/2019 19:29:00","T",NA,"initial","Analysis","635003"
"635131-MB1","E353.2","05/08/2019 23:34:00","T",NA,"initial","Analysis","635131"
"336531-MB1","E351.2","05/16/2019 11:05:00","T",NA,"initial","Prep","336531"
"337044-MB1","E365.1","05/21/2019 15:50:00","T",NA,"initial","Prep","337044"
"635746-MB2","D6919-09","05/15/2019 16:51:00","T",NA,"initial","Analysis","635746"
"635130-LCS1","E365.1","05/08/2019 20:06:00","D",NA,"initial","Analysis","635130"
"635549-LCS1","D6919-09","05/13/2019 02:26:00","T",NA,"initial","Analysis","635549"
"635003-LCS1","E353.2","05/09/2019 19:30:00","T",NA,"initial","Analysis","635003"
"635131-LCS1","E353.2","05/08/2019 23:34:00","T",NA,"initial","Analysis","635131"
"336531-LCS1","E351.2","05/16/2019 11:06:00","T",NA,"initial","Prep","336531"
"337044-LCS1","E365.1","05/21/2019 15:51:00","T",NA,"initial","Prep","337044"
"635746-LCS2","D6919-09","05/15/2019 17:11:00","T",NA,"initial","Analysis","635746"
"12-CANW-72.3-05072019-WDUP","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-CANW-72.3-05072019-WMS","D6919-09","05/15/2019 17:52:00","T",NA,"initial","Analysis","635746"
"12-CANW-72.3-05072019-WMS","E353.2","05/09/2019 20:04:00","T",NA,"initial","Analysis","635003"
"12-CANW-72.3-05072019-WMS","E353.2","05/08/2019 23:36:00","T",NA,"initial","Analysis","635131"
"12-CANW-72.3-05072019-WMS","E351.2","05/16/2019 11:10:00","T",NA,"initial","Prep","336531"
"12-CANW-72.3-05072019-WMS","E365.1","05/21/2019 16:11:00","T",NA,"initial","Prep","337044"
"12-CANW-72.3-05072019-WMS","E365.1","05/08/2019 20:08:00","D",NA,"initial","Analysis","635130"
"12-CANW-72.3-05072019-WMSD","D6919-09","05/15/2019 18:12:00","T",NA,"initial","Analysis","635746"
"12-CANW-72.3-05072019-WMSD","E353.2","05/09/2019 20:06:00","T",NA,"initial","Analysis","635003"
"12-CANW-72.3-05072019-WMSD","E353.2","05/08/2019 23:37:00","T",NA,"initial","Analysis","635131"
"12-CANW-72.3-05072019-WMSD","E351.2","05/16/2019 11:11:00","T",NA,"initial","Prep","336531"
"12-CANW-72.3-05072019-WMSD","E365.1","05/21/2019 16:13:00","T",NA,"initial","Prep","337044"
"12-CANW-72.3-05072019-WMSD","E365.1","05/08/2019 20:09:00","D",NA,"initial","Analysis","635130"
"12-SCHO-36-05082019-W","D6919-09","05/15/2019 21:12:00","T",NA,"initial","Analysis","635746"
"12-SCHO-36-05082019-W","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-SCHO-36-05082019-W","Calculation","05/09/2019 22:24:00","T",NA,"initial","Analysis","635499"
"12-SCHO-36-05082019-W","E353.2","05/16/2019 08:41:00","T",NA,"initial","Analysis","635706"
"12-SCHO-36-05082019-W","E353.2","05/09/2019 22:24:00","T",NA,"initial","Analysis","635499"
"12-SCHO-36-05082019-W","Calculation","05/16/2019 12:36:00","T",NA,"initial","Analysis","635768"
"12-SCHO-36-05082019-W","E351.2","05/16/2019 12:36:00","T",NA,"initial","Prep","336550"
"12-SCHO-36-05082019-W","E365.1","05/21/2019 16:14:00","T",NA,"initial","Prep","337044"
"12-SCHO-36-05082019-W","E365.1","05/09/2019 21:35:00","D",NA,"initial","Analysis","635501"
"12-OTSQ-0.2-05082019-W","D6919-09","05/15/2019 21:32:00","T",NA,"initial","Analysis","635746"
"12-OTSQ-0.2-05082019-W","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-OTSQ-0.2-05082019-W","Calculation","05/09/2019 22:24:00","T",NA,"initial","Analysis","635499"
"12-OTSQ-0.2-05082019-W","E353.2","05/16/2019 08:43:00","T",NA,"initial","Analysis","635706"
"12-OTSQ-0.2-05082019-W","E353.2","05/09/2019 22:24:00","T",NA,"initial","Analysis","635499"
"12-OTSQ-0.2-05082019-W","Calculation","05/16/2019 12:36:00","T",NA,"initial","Analysis","635768"
"12-OTSQ-0.2-05082019-W","E351.2","05/16/2019 12:36:00","T",NA,"initial","Prep","336550"
"12-OTSQ-0.2-05082019-W","E365.1","05/21/2019 16:17:00","T",NA,"initial","Prep","337044"
"12-OTSQ-0.2-05082019-W","E365.1","05/09/2019 21:36:00","D",NA,"initial","Analysis","635501"
"12-SHAK-0.1-05082019-W","D6919-09","05/15/2019 21:52:00","T",NA,"initial","Analysis","635746"
"12-SHAK-0.1-05082019-W","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-SHAK-0.1-05082019-W","Calculation","05/09/2019 22:25:00","T",NA,"initial","Analysis","635499"
"12-SHAK-0.1-05082019-W","E353.2","05/16/2019 08:44:00","T",NA,"initial","Analysis","635706"
"12-SHAK-0.1-05082019-W","E353.2","05/09/2019 22:25:00","T",NA,"initial","Analysis","635499"
"12-SHAK-0.1-05082019-W","Calculation","05/16/2019 12:38:00","T",NA,"initial","Analysis","635768"
"12-SHAK-0.1-05082019-W","E351.2","05/16/2019 12:38:00","T",NA,"initial","Prep","336550"
"12-SHAK-0.1-05082019-W","E365.1","05/21/2019 16:18:00","T",NA,"initial","Prep","337044"
"12-SHAK-0.1-05082019-W","E365.1","05/09/2019 21:36:00","D",NA,"initial","Analysis","635501"
"12-LISH-2.1-05082019-W","D6919-09","05/15/2019 22:12:00","T",NA,"initial","Analysis","635746"
"12-LISH-2.1-05082019-W","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"12-LISH-2.1-05082019-W","Calculation","05/09/2019 22:25:00","T",NA,"initial","Analysis","635499"
"12-LISH-2.1-05082019-W","E353.2","05/16/2019 08:45:00","T",NA,"initial","Analysis","635706"
"12-LISH-2.1-05082019-W","E353.2","05/09/2019 22:25:00","T",NA,"initial","Analysis","635499"
"12-LISH-2.1-05082019-W","Calculation","05/16/2019 12:39:00","T",NA,"initial","Analysis","635768"
"12-LISH-2.1-05082019-W","E351.2","05/16/2019 12:39:00","T",NA,"initial","Prep","336550"
"12-LISH-2.1-05082019-W","E365.1","05/21/2019 16:19:00","T",NA,"initial","Prep","337044"
"12-LISH-2.1-05082019-W","E365.1","05/09/2019 21:37:00","D",NA,"initial","Analysis","635501"
"635501-MB1","E365.1","05/09/2019 21:35:00","D",NA,"initial","Analysis","635501"
"635746-MB1","D6919-09","05/15/2019 16:51:00","T",NA,"initial","Analysis","635746"
"336376-MB1","SM10200H","05/14/2019 14:30:00","T",NA,"initial","Prep","336376"
"635706-MB1","E353.2","05/16/2019 08:33:00","T",NA,"initial","Analysis","635706"
"635499-MB1","E353.2","05/09/2019 22:22:00","T",NA,"initial","Analysis","635499"
"336550-MB1","E351.2","05/16/2019 12:34:00","T",NA,"initial","Prep","336550"
"337044-MB1","E365.1","05/21/2019 15:50:00","T",NA,"initial","Prep","337044"
"635501-LCS1","E365.1","05/09/2019 21:35:00","D",NA,"initial","Analysis","635501"
"635746-LCS1","D6919-09","05/15/2019 17:11:00","T",NA,"initial","Analysis","635746"
"635706-LCS1","E353.2","05/16/2019 08:34:00","T",NA,"initial","Analysis","635706"
"635499-LCS1","E353.2","05/09/2019 22:22:00","T",NA,"initial","Analysis","635499"
"336550-LCS1","E351.2","05/16/2019 12:34:00","T",NA,"initial","Prep","336550"
"337044-LCS1","E365.1","05/21/2019 15:51:00","T",NA,"initial","Prep","337044"
"12-SCHO-36-05082019-WMS","E365.1","05/09/2019 21:36:00","D",NA,"initial","Analysis","635501"
"12-OTSQ-0.2-05082019-WMS","E351.2","05/16/2019 12:37:00","T",NA,"initial","Prep","336550"
"12-SCHO-36-05082019-WMSD","E365.1","05/09/2019 21:36:00","D",NA,"initial","Analysis","635501"
"12-OTSQ-0.2-05082019-WMSD","E351.2","05/16/2019 12:38:00","T",NA,"initial","Prep","336550"
"12-SAUQ-1.7-05142019-W","D6919-09","05/29/2019 09:26:00","T",NA,"initial","Analysis","637372"
"12-SAUQ-1.7-05142019-W","SM10200H","05/22/2019 12:30:00","T",NA,"initial","Prep","336744"
"12-SAUQ-1.7-05142019-W","Calculation","05/15/2019 23:13:00","T",NA,"initial","Analysis","636196"
"12-SAUQ-1.7-05142019-W","E353.2","05/16/2019 09:14:00","T",NA,"initial","Analysis","635707"
"12-SAUQ-1.7-05142019-W","E353.2","05/15/2019 23:13:00","T",NA,"initial","Analysis","636196"
"12-SAUQ-1.7-05142019-W","Calculation","05/22/2019 12:32:00","T",NA,"initial","Analysis","636535"
"12-SAUQ-1.7-05142019-W","E351.2","05/22/2019 12:32:00","T",NA,"initial","Prep","337101"
"12-SAUQ-1.7-05142019-W","E365.1","05/21/2019 16:20:00","T",NA,"initial","Prep","337044"
"12-SAUQ-1.7-05142019-W","E365.1","05/15/2019 22:34:00","D",NA,"initial","Analysis","636197"
"12-CANW-72.3-05142019-W","D6919-09","05/29/2019 10:26:00","T",NA,"initial","Analysis","637372"
"12-CANW-72.3-05142019-W","SM10200H","05/22/2019 12:30:00","T",NA,"initial","Prep","336744"
"12-CANW-72.3-05142019-W","Calculation","05/15/2019 23:14:00","T",NA,"initial","Analysis","636196"
"12-CANW-72.3-05142019-W","E353.2","05/16/2019 09:18:00","T",NA,"initial","Analysis","635707"
"12-CANW-72.3-05142019-W","E353.2","05/15/2019 23:14:00","T",NA,"initial","Analysis","636196"
"12-CANW-72.3-05142019-W","Calculation","05/22/2019 12:33:00","T",NA,"initial","Analysis","636535"
"12-CANW-72.3-05142019-W","E351.2","05/22/2019 12:33:00","T",NA,"initial","Prep","337101"
"12-CANW-72.3-05142019-W","E365.1","05/21/2019 16:24:00","T",NA,"initial","Prep","337044"
"12-CANW-72.3-05142019-W","E365.1","05/15/2019 22:35:00","D",NA,"initial","Analysis","636197"
"636197-MB1","E365.1","05/15/2019 22:34:00","D",NA,"initial","Analysis","636197"
"637372-MB1","D6919-09","05/29/2019 05:06:00","T",NA,"initial","Analysis","637372"
"336744-MB1","SM10200H","05/22/2019 12:30:00","T",NA,"initial","Prep","336744"
"635707-MB1","E353.2","05/16/2019 09:05:00","T",NA,"initial","Analysis","635707"
"636196-MB1","E353.2","05/15/2019 23:12:00","T",NA,"initial","Analysis","636196"
"337101-MB1","E351.2","05/22/2019 12:23:00","T",NA,"initial","Prep","337101"
"337044-MB1","E365.1","05/21/2019 15:50:00","T",NA,"initial","Prep","337044"
"636197-LCS1","E365.1","05/15/2019 22:34:00","D",NA,"initial","Analysis","636197"
"637372-LCS1","D6919-09","05/29/2019 05:26:00","T",NA,"initial","Analysis","637372"
"635707-LCS1","E353.2","05/16/2019 09:13:00","T",NA,"initial","Analysis","635707"
"636196-LCS1","E353.2","05/15/2019 23:12:00","T",NA,"initial","Analysis","636196"
"337101-LCS1","E351.2","05/22/2019 12:23:00","T",NA,"initial","Prep","337101"
"337044-LCS1","E365.1","05/21/2019 15:51:00","T",NA,"initial","Prep","337044"
"12-SAUQ-1.7-05142019-WMS","D6919-09","05/29/2019 09:46:00","T",NA,"initial","Analysis","637372"
"12-SAUQ-1.7-05142019-WMS","E353.2","05/16/2019 09:15:00","T",NA,"initial","Analysis","635707"
"12-SAUQ-1.7-05142019-WMS","E353.2","05/15/2019 23:13:00","T",NA,"initial","Analysis","636196"
"12-SAUQ-1.7-05142019-WMS","E365.1","05/21/2019 16:22:00","T",NA,"initial","Prep","337044"
"12-SAUQ-1.7-05142019-WMS","E365.1","05/15/2019 22:35:00","D",NA,"initial","Analysis","636197"
"12-SAUQ-1.7-05142019-WMSD","D6919-09","05/29/2019 10:06:00","T",NA,"initial","Analysis","637372"
"12-SAUQ-1.7-05142019-WMSD","E353.2","05/16/2019 09:17:00","T",NA,"initial","Analysis","635707"
"12-SAUQ-1.7-05142019-WMSD","E353.2","05/15/2019 23:13:00","T",NA,"initial","Analysis","636196"
"12-SAUQ-1.7-05142019-WMSD","E365.1","05/21/2019 16:23:00","T",NA,"initial","Prep","337044"
"12-SAUQ-1.7-05142019-WMSD","E365.1","05/15/2019 22:35:00","D",NA,"initial","Analysis","636197"
"12-SAUQ-1.7-05212019-W","D6919-09","06/01/2019 06:36:00","T",NA,"initial","Analysis","637831"
"12-SAUQ-1.7-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-SAUQ-1.7-05212019-W","Calculation","05/22/2019 21:42:00","T",NA,"initial","Analysis","636944"
"12-SAUQ-1.7-05212019-W","E353.2","05/24/2019 18:23:00","T",NA,"initial","Analysis","636955"
"12-SAUQ-1.7-05212019-W","E353.2","05/22/2019 21:42:00","T",NA,"initial","Analysis","636944"
"12-SAUQ-1.7-05212019-W","Calculation","05/28/2019 12:54:00","T",NA,"initial","Analysis","637100"
"12-SAUQ-1.7-05212019-W","E351.2","05/28/2019 12:54:00","T",NA,"initial","Prep","337383"
"12-SAUQ-1.7-05212019-W","E365.1","05/29/2019 16:12:00","T",NA,"initial","Prep","337458"
"12-SAUQ-1.7-05212019-W","E365.1","05/22/2019 18:28:00","D",NA,"initial","Analysis","636950"
"12-CANW-72.3-05212019-W","D6919-09","06/01/2019 06:56:00","T",NA,"initial","Analysis","637831"
"12-CANW-72.3-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-CANW-72.3-05212019-W","Calculation","05/22/2019 21:44:00","T",NA,"initial","Analysis","636944"
"12-CANW-72.3-05212019-W","E353.2","05/24/2019 18:24:00","T",NA,"initial","Analysis","636955"
"12-CANW-72.3-05212019-W","E353.2","05/22/2019 21:44:00","T",NA,"initial","Analysis","636944"
"12-CANW-72.3-05212019-W","Calculation","05/28/2019 12:55:00","T",NA,"initial","Analysis","637100"
"12-CANW-72.3-05212019-W","E351.2","05/28/2019 12:55:00","T",NA,"initial","Prep","337383"
"12-CANW-72.3-05212019-W","E365.1","05/29/2019 16:15:00","T",NA,"initial","Prep","337458"
"12-CANW-72.3-05212019-W","E365.1","05/22/2019 18:30:00","D",NA,"initial","Analysis","636950"
"636950-MB1","E365.1","05/22/2019 18:28:00","D",NA,"initial","Analysis","636950"
"637831-MB1","D6919-09","06/01/2019 04:15:00","T",NA,"initial","Analysis","637831"
"337422-MB1","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"636955-MB1","E353.2","05/24/2019 17:54:00","T",NA,"initial","Analysis","636955"
"636944-MB1","E353.2","05/22/2019 21:41:00","T",NA,"initial","Analysis","636944"
"337383-MB1","E351.2","05/28/2019 12:45:00","T",NA,"initial","Prep","337383"
"337458-MB1","E365.1","05/29/2019 15:59:00","T",NA,"initial","Prep","337458"
"636950-LCS1","E365.1","05/22/2019 18:28:00","D",NA,"initial","Analysis","636950"
"637831-LCS1","D6919-09","06/01/2019 04:36:00","T",NA,"initial","Analysis","637831"
"636955-LCS1","E353.2","05/24/2019 18:02:00","T",NA,"initial","Analysis","636955"
"636944-LCS1","E353.2","05/22/2019 21:42:00","T",NA,"initial","Analysis","636944"
"337383-LCS1","E351.2","05/28/2019 12:46:00","T",NA,"initial","Prep","337383"
"337458-LCS1","E365.1","05/29/2019 16:00:00","T",NA,"initial","Prep","337458"
"12-SAUQ-1.7-05212019-WMS","E353.2","05/22/2019 21:43:00","T",NA,"initial","Analysis","636944"
"12-SAUQ-1.7-05212019-WMS","E365.1","05/29/2019 16:13:00","T",NA,"initial","Prep","337458"
"12-SAUQ-1.7-05212019-W MS","E365.1","05/22/2019 18:29:00","D",NA,"initial","Analysis","636950"
"12-SAUQ-1.7-05212019-WSD","E353.2","05/22/2019 21:43:00","T",NA,"initial","Analysis","636944"
"12-SAUQ-1.7-05212019-WSD","E365.1","05/29/2019 16:14:00","T",NA,"initial","Prep","337458"
"12-SAUQ-1.7-05212019-W SD","E365.1","05/22/2019 18:29:00","D",NA,"initial","Analysis","636950"
"12-SCHO-36-05212019-W","D6919-09","06/04/2019 17:16:00","T",NA,"initial","Analysis","638132"
"12-SCHO-36-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-SCHO-36-05212019-W","Calculation","05/22/2019 21:44:00","T",NA,"initial","Analysis","636944"
"12-SCHO-36-05212019-W","E353.2","05/24/2019 19:07:00","T",NA,"initial","Analysis","636956"
"12-SCHO-36-05212019-W","E353.2","05/22/2019 21:44:00","T",NA,"initial","Analysis","636944"
"12-SCHO-36-05212019-W","Calculation","06/03/2019 12:19:00","T",NA,"initial","Analysis","637818"
"12-SCHO-36-05212019-W","E351.2","06/03/2019 12:19:00","T",NA,"initial","Prep","337750"
"12-SCHO-36-05212019-W","E365.1","05/29/2019 16:16:00","T",NA,"initial","Prep","337458"
"12-SCHO-36-05212019-W","E365.1","05/22/2019 18:30:00","D",NA,"initial","Analysis","636950"
"12-OTSQ-0.2-05212019-W","D6919-09","06/04/2019 17:36:00","T",NA,"initial","Analysis","638132"
"12-OTSQ-0.2-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-OTSQ-0.2-05212019-W","Calculation","05/22/2019 21:45:00","T",NA,"initial","Analysis","636944"
"12-OTSQ-0.2-05212019-W","E353.2","05/24/2019 19:08:00","T",NA,"initial","Analysis","636956"
"12-OTSQ-0.2-05212019-W","E353.2","05/22/2019 21:45:00","T",NA,"initial","Analysis","636944"
"12-OTSQ-0.2-05212019-W","Calculation","06/03/2019 12:20:00","T",NA,"initial","Analysis","637818"
"12-OTSQ-0.2-05212019-W","E351.2","06/03/2019 12:20:00","T",NA,"initial","Prep","337750"
"12-OTSQ-0.2-05212019-W","E365.1","05/29/2019 16:17:00","T",NA,"initial","Prep","337458"
"12-OTSQ-0.2-05212019-W","E365.1","05/22/2019 18:31:00","D",NA,"initial","Analysis","636950"
"12-SHAK-0.1-05212019-W","D6919-09","06/07/2019 11:25:00","T",NA,"initial","Analysis","638502"
"12-SHAK-0.1-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-SHAK-0.1-05212019-W","Calculation","05/22/2019 21:45:00","T",NA,"initial","Analysis","636944"
"12-SHAK-0.1-05212019-W","E353.2","05/24/2019 19:09:00","T",NA,"initial","Analysis","636956"
"12-SHAK-0.1-05212019-W","E353.2","05/22/2019 21:45:00","T",NA,"initial","Analysis","636944"
"12-SHAK-0.1-05212019-W","Calculation","06/03/2019 12:21:00","T",NA,"initial","Analysis","637818"
"12-SHAK-0.1-05212019-W","E351.2","06/03/2019 12:21:00","T",NA,"initial","Prep","337750"
"12-SHAK-0.1-05212019-W","E365.1","05/29/2019 16:21:00","T",NA,"initial","Prep","337458"
"12-SHAK-0.1-05212019-W","E365.1","05/22/2019 18:31:00","D",NA,"initial","Analysis","636950"
"12-LISH-2.1-05212019-W","D6919-09","06/07/2019 11:45:00","T",NA,"initial","Analysis","638502"
"12-LISH-2.1-05212019-W","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"12-LISH-2.1-05212019-W","Calculation","05/22/2019 21:46:00","T",NA,"initial","Analysis","636944"
"12-LISH-2.1-05212019-W","E353.2","05/24/2019 19:11:00","T",NA,"initial","Analysis","636956"
"12-LISH-2.1-05212019-W","E353.2","05/22/2019 21:46:00","T",NA,"initial","Analysis","636944"
"12-LISH-2.1-05212019-W","Calculation","06/03/2019 12:21:00","T",NA,"initial","Analysis","637818"
"12-LISH-2.1-05212019-W","E351.2","06/03/2019 12:21:00","T",NA,"initial","Prep","337750"
"12-LISH-2.1-05212019-W","E365.1","05/29/2019 16:22:00","T",NA,"initial","Prep","337458"
"12-LISH-2.1-05212019-W","E365.1","05/22/2019 18:32:00","D",NA,"initial","Analysis","636950"
"636950-MB1","E365.1","05/22/2019 18:28:00","D",NA,"initial","Analysis","636950"
"638132-MB1","D6919-09","06/04/2019 12:35:00","T",NA,"initial","Analysis","638132"
"337422-MB1","SM10200H","06/03/2019 13:00:00","T",NA,"initial","Prep","337422"
"636956-MB1","E353.2","05/24/2019 18:43:00","T",NA,"initial","Analysis","636956"
"636944-MB1","E353.2","05/22/2019 21:41:00","T",NA,"initial","Analysis","636944"
"337750-MB1","E351.2","06/03/2019 12:12:00","T",NA,"initial","Prep","337750"
"337458-MB1","E365.1","05/29/2019 15:59:00","T",NA,"initial","Prep","337458"
"638502-MB2","D6919-09","06/07/2019 04:44:00","T",NA,"initial","Analysis","638502"
"636950-LCS1","E365.1","05/22/2019 18:28:00","D",NA,"initial","Analysis","636950"
"638132-LCS1","D6919-09","06/04/2019 12:55:00","T",NA,"initial","Analysis","638132"
"636956-LCS1","E353.2","05/24/2019 18:45:00","T",NA,"initial","Analysis","636956"
"636944-LCS1","E353.2","05/22/2019 21:42:00","T",NA,"initial","Analysis","636944"
"337750-LCS1","E351.2","06/03/2019 12:13:00","T",NA,"initial","Prep","337750"
"337458-LCS1","E365.1","05/29/2019 16:00:00","T",NA,"initial","Prep","337458"
"638502-LCS2","D6919-09","06/07/2019 05:04:00","T",NA,"initial","Analysis","638502"
"12-LISH-2.1-05212019-WMS","E353.2","05/24/2019 19:12:00","T",NA,"initial","Analysis","636956"
"12-LISH-2.1-05212019-WMSD","E353.2","05/24/2019 19:13:00","T",NA,"initial","Analysis","636956"
"12-SAUQ-1.7-06052019-W","D6919-09","06/19/2019 14:42:00","T",NA,"initial","Analysis","640103"
"12-SAUQ-1.7-06052019-W","SM10200H","06/20/2019 09:30:00","T",NA,"initial","Prep","338245"
"12-SAUQ-1.7-06052019-W","Calculation","06/06/2019 13:33:00","T",NA,"initial","Analysis","638657"
"12-SAUQ-1.7-06052019-W","E353.2","06/18/2019 12:03:00","T",NA,"initial","Analysis","639822"
"12-SAUQ-1.7-06052019-W","E353.2","06/06/2019 13:33:00","T",NA,"initial","Analysis","638657"
"12-SAUQ-1.7-06052019-W","Calculation","06/13/2019 11:59:00","T",NA,"initial","Analysis","639214"
"12-SAUQ-1.7-06052019-W","E351.2","06/13/2019 11:59:00","T",NA,"initial","Prep","338450"
"12-SAUQ-1.7-06052019-W","E365.1","06/12/2019 15:27:00","T",NA,"initial","Prep","338529"
"12-SAUQ-1.7-06052019-W","E365.1","06/06/2019 16:03:00","D",NA,"initial","Analysis","638654"
"12-CANW-72.3-06052019-W","D6919-09","06/19/2019 15:02:00","T",NA,"initial","Analysis","640103"
"12-CANW-72.3-06052019-W","SM10200H","06/20/2019 09:30:00","T",NA,"initial","Prep","338245"
"12-CANW-72.3-06052019-W","Calculation","06/06/2019 13:35:00","T",NA,"initial","Analysis","638657"
"12-CANW-72.3-06052019-W","E353.2","06/18/2019 12:04:00","T",NA,"initial","Analysis","639822"
"12-CANW-72.3-06052019-W","E353.2","06/06/2019 13:35:00","T",NA,"initial","Analysis","638657"
"12-CANW-72.3-06052019-W","Calculation","06/13/2019 12:00:00","T",NA,"initial","Analysis","639214"
"12-CANW-72.3-06052019-W","E351.2","06/13/2019 12:00:00","T",NA,"initial","Prep","338450"
"12-CANW-72.3-06052019-W","E365.1","06/12/2019 16:33:00","T",NA,"initial","Prep","338531"
"12-CANW-72.3-06052019-W","E365.1","06/06/2019 16:03:00","D",NA,"initial","Analysis","638654"
"638654-MB1","E365.1","06/06/2019 16:02:00","D",NA,"initial","Analysis","638654"
"640103-MB1","D6919-09","06/19/2019 10:22:00","T",NA,"initial","Analysis","640103"
"338245-MB1","SM10200H","06/20/2019 09:30:00","T",NA,"initial","Prep","338245"
